X,Y,version,station,name,grid,ihdtm_x,ihdtm_y,centroid_x,centroid_y,dtm_area,altbar,aspbar,bfihost,dplbar,dpsbar,farl,fpext,ldp,propwet,rmed1h,rmed1d,rmed2d,saar,saar4170,sprhost,urbconc1990,urbext1990,urbloc1990,urbconc2000,urbext2000,urbloc2000,qmed_suitability,pooling_suitability,data_source,amax_record_length,qmed_obs,qmed_cds2008
308850,620700,3,21001,Fruid Water           ,GB,308850,620700,310750,616956,22.17,473,333,0.392,5.36,221.2,0.78,0.0113,10.46,0.72,11,46.2,64.1,1699,1750,45.21,-9.999,0,-9.999,-9.999,0,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,15,19.1,10.19865804
320550,639750,3,21005,Tweed                 ,GB,320550,639750,310348,629329,377.16,379,341,0.507,23.53,202.7,0.965,0.0481,42.63,0.66,9.9,39.9,52.7,1255,1311,37.73,-9.999,0.0008,-9.999,-9.999,0.0016,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,46,123.4855,116.5977381
352200,615850,3,21012,Teviot                ,GB,352200,615850,343049,607412,324.39,283,58,0.429,18.92,151,0.993,0.0323,33.62,0.59,10.4,38.7,50.1,1149,1207,43.58,0.76,0.0061,0.178,0.807,0.007,0.239,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,43,190.012,123.4814216
356450,638850,3,21015,Leader Water          ,GB,356450,638850,353943,650943,239.07,292,140,0.563,18.88,106.4,0.999,0.0338,31.32,0.43,9.1,35.7,47.7,853,894,33.4,-9.999,0.0013,-9.999,-9.999,0.0013,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,40,60.6065,36.6729291
388150,655000,3,21022,Whiteadder Water      ,GB,388150,655000,371489,657271,502.24,235,120,0.518,31.84,90,0.981,0.047,57.21,0.35,9,37.9,50.7,814,861,37.54,-9.999,0.0009,-9.999,-9.999,0.0018,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,37,117.71,67.73969512
306250,621550,3,21029,Tweed                 ,GB,306250,621550,305784,617310,34.37,420,10,0.353,6.35,165.2,1,0.0212,12.4,0.72,10.8,43.7,61.2,1532,1703,49.11,-9.999,0,-9.999,-9.999,0,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,11,37.765,33.80512347
386950,608300,3,22002,Coquet                ,GB,386950,608300,383302,611166,60.07,406,120,0.413,8.72,205.3,1,0.0077,15.99,0.46,9.8,36,48.7,1020,1071,51.12,-9.999,0,-9.999,-9.999,0,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,16,24.7325,25.54419957
421150,612900,3,22004,Aln                   ,GB,421150,612900,410419,614239,202.93,134,103,0.427,19.66,80,0.997,0.0406,34.67,0.45,9,35.8,44.3,758,753,35.72,-9.999,0.0046,-9.999,0.811,0.0056,0.327,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,21,61.86,36.41482252
408200,571750,3,22801,Pont                  ,GB,408200,571750,403007,571996,48.11,165,120,0.322,7.45,33.6,0.998,0.1156,15.27,0.45,9.2,31.4,40.9,684,700,39.28,-9.999,0.0021,-9.999,-9.999,0.0015,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,11,11.609,10.46772144
380250,558300,3,23012,East Allen            ,GB,380250,558300,383546,551702,88.18,386,17,0.298,12.01,105.9,0.997,0.0268,22.94,0.59,10.3,40.2,53.6,1050,1152,47.59,-9.999,0.0017,-9.999,-9.999,0.0017,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,12,80.015,47.51153502
379050,558250,3,23013,West Allen            ,GB,379050,558250,377486,551713,78.54,403,36,0.28,9.58,119.4,0.998,0.0224,17.99,0.63,10.3,39.2,54.2,1156,1259,51.64,-9.999,0.0003,-9.999,-9.999,0.0004,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,13,53.15,52.53826804
419550,570000,3,23018,Ouse Burn             ,GB,419550,570000,417785,568981,10.48,91,73,0.312,3.05,30.4,0.978,0.1296,6.24,0.45,9.4,34.2,43.4,669,695,39.7,0.824,0.0597,1.204,0.94,0.0975,1.203,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,29,2.153,2.559275825
386350,594400,3,23033,Rede                  ,GB,386350,594400,378734,601179,180.63,329,122,0.31,14.68,110.6,0.963,0.0305,28.11,0.49,9.6,33.8,45.4,1024,1124,51.15,-9.999,0.0005,-9.999,-9.999,0.0003,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,10,139.798,72.52248794
506650,455550,3,26009,West Beck,GB,506650,455550,492274,457814,195.61,105,107,0.897,21.36,55.1,0.991,0.0737,38.03,0.32,11.1,33.7,42.9,721,767,10.45,0.512,0.0079,0.643,0.699,0.0055,0.549,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,21,6.045,4.48174887
506650,455650,3,26010,Driffield Canal       ,GB,506650,455650,500434,461551,49.47,78,153,0.858,11.01,49,0.987,0.0998,19.65,0.31,10.6,32.5,42,699,729,12.6,0.776,0.0263,0.496,0.833,0.0248,0.484,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,21,2.049,1.560697605
414650,500650,3,27024,Swale                 ,GB,414650,500650,397707,501071,377.97,411,86,0.342,26.16,134.4,0.999,0.028,48.74,0.62,11,42.9,55.6,1226,1307,49.28,-9.999,0.0003,-9.999,-9.999,0.0009,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,21,231.323,195.5616732
443250,385700,3,27025,Rother                ,GB,443250,385700,440144,373782,351.1,134,77,0.494,23.27,69.2,0.937,0.0537,39.49,0.38,10.5,34.4,43,756,760,27.97,0.757,0.1033,0.883,0.871,0.125,0.94,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,48,52.2555,38.51826875
447650,402050,3,27030,Dearne                ,GB,447650,402050,434276,406336,310.96,105,86,0.533,21.46,61.5,0.952,0.0715,45.47,0.32,10.3,33.8,45.7,696,707,25.42,0.717,0.0971,0.822,0.852,0.1056,0.829,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,46,44.0505,26.19522657
477600,483800,3,27038,Costa Beck            ,GB,477600,483800,478405,486210,7.98,83,186,0.774,3.12,36,0.99,0.1253,6.22,0.4,10.6,31.2,40.9,722,725,10.72,0.474,0.0147,0.648,0.688,0.022,0.629,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,40,1.3205,0.554597607
444250,374550,3,27040,Doe Lea               ,GB,444250,374550,445465,369344,68.1,114,18,0.433,7.83,62.2,0.968,0.0573,17.68,0.38,10.7,34.1,41.6,708,717,32.6,0.683,0.0562,0.756,0.846,0.0601,0.827,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,40,7.529,10.73659629
473050,458750,3,27041,Derwent               ,GB,473050,458750,476234,483445,1594.22,128,160,0.608,54.78,76.8,0.994,0.141,99.11,0.34,10.6,32.2,42.2,765,784,28.21,0.542,0.0072,0.857,0.721,0.008,0.852,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,38,77.8465,119.6452873
437650,374750,3,27052,Whitting              ,GB,437650,374750,433892,376826,54.27,182,113,0.536,6.57,91.6,0.995,0.0232,12.45,0.38,10.5,34.9,44.3,834,824,25.12,0.754,0.0892,0.895,0.847,0.1058,0.906,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,34,15.3485,10.67280711
448250,456100,3,27062,Nidd                  ,GB,448250,456100,424594,460849,523.47,185,91,0.416,51.02,71.8,0.95,0.1024,91.82,0.36,11.4,38.3,48.3,945,951,39.36,0.777,0.0244,0.749,0.847,0.0308,0.767,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,11,87.39,115.8925287
402050,445250,3,27084,Eastburn Beck         ,GB,402050,445250,397155,443837,41.01,260,35,0.315,7.46,114.2,0.998,0.025,12.1,0.62,10.5,38.1,53.1,1129,1123,46.64,0.601,0.0101,0.47,0.661,0.0177,0.549,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,22,29.381,27.26734407
410900,319150,3,28002,Blithe                ,GB,410900,319150,402694,332292,162.11,150,143,0.464,20.55,41.2,0.998,0.0844,43.04,0.43,10.9,32.2,40,782,779,38.16,0.705,0.0212,1.516,0.826,0.0272,1.639,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,15,17.52,29.41926555
416900,291450,3,28003,Tame                  ,GB,416900,291450,402926,292047,405.6,144,95,0.497,24.85,33.4,0.938,0.1206,44.3,0.31,11,33.7,41.4,726,731,34.21,0.87,0.4029,0.995,0.951,0.5917,1.027,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,55,77.206,39.09719744
411250,339650,3,28008,Dove                  ,GB,411250,339650,412867,354822,397.97,270,147,0.555,30.16,112.6,0.991,0.0405,53.62,0.41,10.4,35.8,45.3,1022,1020,24.77,-9.999,0.0034,-9.999,0.659,0.0073,0.676,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,56,87.109,81.3485182
429700,358400,3,28011,Derwent               ,GB,429700,358400,418165,376336,687.29,311,127,0.565,34.25,133.9,0.947,0.0303,58.42,0.41,10,37.5,51.1,1114,1128,26.13,0.507,0.0074,0.775,0.721,0.0154,0.737,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,52,115.699,124.4806159
426250,303350,3,28026,Anker                 ,GB,426250,303350,437208,299082,371.58,108,256,0.446,23.99,26.8,0.982,0.1401,40.21,0.3,10.7,31.7,39.5,653,680,39.46,0.759,0.0682,1.076,0.87,0.0779,1.084,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,42,52.0535,36.930576
414050,350700,3,28031,Manifold              ,GB,414050,350700,407654,356758,148.45,308,98,0.455,19.55,117.1,1,0.0327,34.13,0.44,10.1,36.3,46.4,1098,1087,33.29,-9.999,0.0022,-9.999,-9.999,0.0034,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,41,58.847,56.18015966
455850,368050,3,28032,Meden                 ,GB,455850,368050,451186,364616,59.99,125,83,0.821,8.32,41.5,0.976,0.0625,16.75,0.38,10.9,33,40.8,699,710,13.59,0.741,0.0908,1.002,0.869,0.0971,1.038,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,40,4.742,2.142318061
468100,372850,3,28045,Meden/Maun            ,GB,468100,372850,457647,363771,258.8,100,71,0.831,19.4,37.7,0.934,0.0662,32.54,0.28,11.2,32.4,41.4,678,682,16.48,0.783,0.0917,1.171,0.895,0.1056,1.207,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,19,8.94,5.587489983
437550,352000,3,28048,Amber                 ,GB,437550,352000,438855,358998,128.63,158,135,0.464,12.16,68.1,0.945,0.056,24.12,0.36,10.7,34,42.7,800,783,29.55,0.712,0.0415,0.915,0.857,0.0732,0.898,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,39,31.299,21.12997138
431950,344750,3,28055,Ecclesbourne          ,GB,431950,344750,428768,349415,50.97,167,137,0.455,7.77,107,0.997,0.0262,16.1,0.35,11,34.2,42.6,852,842,30.4,0.528,0.0129,1.222,0.716,0.0226,1.294,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,31,13.204,13.67884346
417600,346250,3,28058,Henmore Brook         ,GB,417600,346250,422849,349884,38.48,209,185,0.448,9.15,92.9,0.977,0.0302,16.68,0.36,11.2,34.9,42.6,895,872,31.03,0.487,0.0094,0.183,0.704,0.0205,0.446,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,31,12.479,11.38081171
443850,331600,3,28067,Derwent               ,GB,443850,331600,425051,365071,1176.55,241,134,0.55,63.94,108.9,0.951,0.0535,107.15,0.38,10.3,35.8,47.3,979,983,27.39,0.721,0.0307,0.506,0.849,0.0483,0.567,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,37,157.123,166.6267412
425950,380350,3,28070,Burbage Brook         ,GB,425950,380350,426299,382091,8.45,386,213,0.426,2.63,85.3,1,0.031,5.83,0.38,10.1,38.8,52.3,1006,988,40.33,-9.999,0,-9.999,-9.999,0,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,56,4.302,4.536530518
525250,401650,3,29001,Waithe Beck           ,GB,525250,401650,520771,395873,108.14,94,37,0.883,13.86,52.3,0.961,0.0415,24.19,0.29,10.3,32.1,40.1,691,730,11.28,-9.999,0.0045,-9.999,0.588,0.0064,0.927,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,49,1.934,2.348201597
533650,387900,3,29003,Lud                   ,GB,533650,387900,529502,384953,55.72,91,69,0.82,7.7,59.9,0.958,0.0247,13.54,0.29,10.6,35.4,42.6,698,729,14.11,0.708,0.0256,0.304,0.837,0.0223,0.24,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,44,3.095,1.889164984
503150,391050,3,29004,Ancholme,GB,503150,391050,501036,386992,59.03,28,62,0.558,8.54,11.5,0.996,0.2478,16.09,0.26,11.3,29,36.7,615,635,29.37,-9.999,0.0035,-9.999,-9.999,0.0043,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,42,6.1375,4.800410601
492650,333550,3,30005,Witham                ,GB,492650,333550,490684,325074,123.5,120,81,0.761,13.47,31.1,0.973,0.0925,26.22,0.27,11.6,32.7,42.2,646,652,16.57,-9.999,0.0035,-9.999,0.66,0.0137,1.224,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,42,6.655,4.212861355
524550,379550,3,30011,Bain                  ,GB,524550,379550,523650,386241,64.11,109,149,0.843,10.42,44.6,0.949,0.0521,18.34,0.29,10.7,33.3,41.1,695,745,15.99,-9.999,0.0049,-9.999,-9.999,0.0019,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,42,2.4185,1.810531635
512850,331250,3,30014,Pointon Lode          ,GB,512850,331250,508244,329902,10.94,43,84,0.338,6.03,29,1,0.1046,10.72,0.22,11.8,31.5,40.5,591,624,42.07,0.429,0.0079,0.601,0.681,0.0143,0.669,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,37,2.663,1.880050959
492900,324650,3,30017,Witham                ,GB,492900,324650,491229,320258,50.13,123,79,0.656,7.46,22.3,0.993,0.1238,14.39,0.27,12.1,32.4,42.5,641,649,22.64,0.414,0.0063,0.765,0.704,0.0261,1.001,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,31,5.844,3.24288439
496100,303050,3,31010,Chater                ,GB,496100,303050,487563,303210,68.85,113,107,0.529,11.53,61.5,0.998,0.0318,25.12,0.3,12.2,30.6,39.6,639,640,33.1,-9.999,0.0041,-9.999,-9.999,0.005,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,42,10.2005,6.807613635
496550,325800,3,31023,West Glen             ,GB,496550,325800,495229,325297,4.32,108,85,0.32,1.87,32.8,1,0.0516,3.74,0.27,11.7,33.1,42.7,641,647,41.26,-9.999,0,-9.999,-9.999,0,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,38,1.8945,1.132361199
487550,305150,3,31025,Gwash South Arm       ,GB,487550,305150,482615,306835,23.93,147,127,0.306,7.27,61.1,0.995,0.0266,12.42,0.3,12.4,30.3,40.7,663,675,45.04,-9.999,0.003,-9.999,0.66,0.0064,1.04,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,31,10.846,5.407622143
487850,307350,3,31026,Egleton Brook         ,GB,487850,307350,487850,307350,2.3,111,55,0.533,1.75,41,1,0.0936,3.33,0.3,12,30,40,645,653,33.41,-9.999,0.0046,-9.999,0.727,0.0111,0.269,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,31,1.081,0.385414469
506650,293350,3,32002,Willow Brook          ,GB,506650,293350,494361,292490,94.38,88,110,0.373,19.95,29.2,0.899,0.0882,37.53,0.25,12.2,30.8,38.8,603,607,43.2,0.746,0.0643,1.39,0.867,0.1094,1.368,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,69,5.826,8.042763353
498350,279850,3,32003,Harpers Brook         ,GB,498350,279850,491255,284601,70.46,89,112,0.415,12.5,37.7,1,0.0618,26.99,0.3,12.6,31.5,39.9,622,618,40.93,0.53,0.0081,1.108,0.764,0.017,1.153,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,69,10.158,8.987570899
489950,271650,3,32004,Ise Brook             ,GB,489950,271650,482556,278475,194.21,108,97,0.542,18.59,40,0.974,0.0603,44.24,0.29,12.6,30.8,39.2,635,631,35.16,0.75,0.0356,0.592,0.865,0.0631,0.636,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,64,14.896,14.22979631
474800,261500,3,32007,Nene Brampton         ,GB,474800,261500,473176,270674,232.65,118,156,0.543,15.09,43.2,0.918,0.0607,24.68,0.3,12.4,31.5,40.8,648,642,35.2,0.678,0.0189,0.365,0.823,0.0411,0.506,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,69,18.818,14.3087725
462750,260650,3,32008,Nene/Kislingbury      ,GB,462750,260650,460644,266183,104.27,131,121,0.455,10.47,41.7,0.958,0.0863,18.3,0.3,12.3,33.2,41.6,660,687,42.75,0.674,0.0231,1.394,0.822,0.0411,1.303,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,63,10.14,11.56312403
505450,249500,3,33002,Bedford Ouse          ,GB,505450,249500,480532,238635,1469.78,101,94,0.453,92.25,30.9,0.938,0.1192,136.91,0.3,10.7,29.9,38,636,648,39.91,0.623,0.0217,0.847,0.788,0.0351,0.876,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,64,88.389,92.32023373
494900,256350,3,33009,Bedford Ouse          ,GB,494900,256350,478473,237006,1323.35,106,82,0.448,58.47,30.7,0.933,0.1167,95.48,0.3,10.7,30.1,38.1,641,655,40.11,0.613,0.0202,0.855,0.783,0.0333,0.871,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,46,83.625,86.00357337
515550,263150,3,33012,Kym                   ,GB,515550,263150,506371,265471,137.99,61,87,0.309,16.53,26.1,0.992,0.1207,31.43,0.24,11.8,29,36.3,585,610,49.43,0.38,0.0074,0.886,0.58,0.0073,0.886,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,49,14.726,16.21547219
589550,279150,3,33013,Sapiston              ,GB,589550,279150,594868,268499,196.18,52,1,0.611,20.64,18.5,0.975,0.1367,37.33,0.28,10.7,28.2,35.1,589,606,28.46,0.432,0.0109,1.039,0.697,0.0198,1.043,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,49,5.073,8.953886503
488200,240750,3,33015,Ouzel                 ,GB,488200,240750,492042,226284,280.86,109,2,0.465,26.88,34.8,0.93,0.132,43.34,0.31,10.2,30.7,38.4,638,658,41.53,0.652,0.0368,0.744,0.83,0.0658,0.689,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,48,19.73,21.38424009
515300,250950,3,33022,Ivel                  ,GB,515300,250950,515451,236783,539.66,73,22,0.646,24.63,31.2,0.98,0.1271,43.02,0.27,10.6,29.9,36.9,582,587,30.21,0.67,0.0439,0.943,0.836,0.053,0.987,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,45,20.254,18.12190552
566250,273250,3,33023,Lea Brook             ,GB,566250,273250,569954,262061,105.95,65,352,0.561,7.143,22.347,0.996,0.1287,34.06,0.21,10.9,30.5,38.1,579,599,18.95,0.454,0.0089,0.81,0.66,0.0069,0.684,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,46,3.3445,6.46713367
533250,248500,3,33027,Rhee                  ,GB,533250,248500,528835,243642,128.42,50,18,0.613,10.87,22.1,1,0.1962,21.41,0.24,10.6,28.9,35.9,558,568,31.53,0.397,0.0077,0.908,0.699,0.0131,0.908,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,44,5.341,5.665971315
595650,285500,3,33044,Thet                  ,GB,595650,285500,600029,291906,274.99,40,228,0.681,18.33,13.2,0.942,0.1991,34.06,0.31,11,28.1,35.2,620,640,25.67,0.589,0.013,0.999,0.75,0.0127,0.974,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,42,7.9315,9.406560087
599600,292250,3,33046,Thet                  ,GB,599600,292250,602298,295014,143.43,44,215,0.581,10.68,12.5,0.944,0.2033,21.83,0.31,11.1,28.2,35.5,624,658,32.23,0.612,0.0168,0.901,0.783,0.0163,0.865,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,42,8.141,8.188757409
592750,290650,3,33048,Larling Brook         ,GB,592750,290650,592750,290650,21.99,39,111,0.694,5.44,8.8,0.907,0.2331,8.77,0.24,11.2,29.4,36.9,635,604,9.61,-9.999,0.0028,-9.999,-9.999,0.0033,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,33,0.289,0.977802794
583450,295250,3,33049,Stanford Water        ,GB,583450,295250,590032,295982,46.42,39,203,0.853,9.5,12.9,0.915,0.1649,18.09,0.31,11.1,28.2,35.7,645,635,16.31,-9.999,0.0038,-9.999,0.775,0.0075,1.366,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,7,0.788,0.934247321
555300,262850,3,33052,Swaffham Lode         ,GB,555300,262850,555300,262850,33.25,30,292,0.841,6.82,25.6,0.998,0.2017,12.22,0.26,10.6,29,35.6,567,571,13.7,0.531,0.01,0.694,0.744,0.0121,0.69,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,41,0.359,0.67718854
551050,250350,3,33055,Granta                ,GB,551050,250350,557649,246183,101.8,80,297,0.637,12.35,35.6,0.999,0.0614,21.02,0.26,10.7,28.3,36.1,579,613,27,0.542,0.0116,0.84,0.689,0.012,0.816,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,33,4.076,4.771894907
493250,225550,3,33090,Clipstone Brook       ,GB,493250,225550,496638,228208,40.35,123,188,0.362,6.85,34,0.975,0.0824,11.79,0.31,10.5,30.6,38.1,640,654,47.82,0.615,0.0125,0.893,0.8,0.0156,0.82,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,21,9.2,6.332770495
618250,308250,3,34001,Yare                  ,GB,618250,308250,606922,304371,228.81,46,67,0.528,23.13,18.5,0.971,0.1386,40.16,0.31,11.2,28.8,36.1,635,666,35.34,0.624,0.0215,0.878,0.802,0.0188,0.856,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,51,10.745,16.95154091
619250,329550,3,34003,Bure                  ,GB,619250,329550,613109,333025,161.41,51,131,0.778,13.64,23.4,0.974,0.0851,26.24,0.31,11.3,29.6,37.1,669,687,20.83,0.421,0.0124,1.038,0.604,0.0067,0.973,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,50,6.036,5.412123918
584550,247200,3,36002,Glem                  ,GB,584550,247200,578966,252844,85.63,90,139,0.402,12.15,36.9,0.982,0.056,22.77,0.26,10.5,27.9,35.5,598,619,43.7,0.47,0.01,0.824,0.628,0.0084,0.875,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,47,8.137,9.125083749
602050,234400,3,36006,Stour                 ,GB,602050,234400,579555,245068,571.36,75,122,0.509,44.14,33.6,0.985,0.0861,79.29,0.25,10.6,27.7,35,580,599,37.79,0.564,0.0139,0.988,0.752,0.0189,1.001,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,46,27.6295,31.16678501
589650,235750,3,36015,Stour                 ,GB,589650,235750,576876,247076,481.29,80,135,0.474,30.9,32.8,0.987,0.0777,60.21,0.26,10.6,27.7,35.1,583,600,39.36,0.581,0.0151,0.881,0.759,0.0207,0.904,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,36,29.378,30.65850887
541500,188350,3,37001,Roding                ,GB,541500,188350,552213,204601,301.05,68,123,0.331,34.34,29.9,0.983,0.0901,65.58,0.29,11.2,31.2,39.4,607,610,46.64,0.734,0.0495,0.425,0.84,0.0694,0.403,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,59,21.75,32.82339391
569050,207200,3,37006,Can                   ,GB,569050,207200,564070,203192,227.88,66,81,0.316,14.88,25,0.991,0.0802,30.93,0.28,11.6,31,38.4,589,604,46.94,0.664,0.0343,1.119,0.844,0.0512,1.163,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,47,23.602,24.96967387
577150,236400,3,37012,Colne                 ,GB,577150,236400,572778,237726,64.54,82,89,0.403,8.06,26.4,0.992,0.0674,15.46,0.29,11.1,28.3,35,574,605,43.89,0.409,0.0063,0.837,0.651,0.0087,0.865,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,46,8.907,6.500280861
555100,186050,3,37018,Ingrebourne           ,GB,555100,186050,555951,192571,44.83,62,203,0.284,9.86,43.2,0.985,0.0435,17.48,0.27,11.1,31.1,37.9,594,609,45.42,0.782,0.1168,0.827,0.833,0.1675,0.846,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,39,6.169,6.678918993
567100,219500,3,37020,Chelmer               ,GB,567100,219500,562293,226088,132.96,86,136,0.468,12.76,29.6,0.982,0.0659,26.36,0.31,11.2,28.5,35.1,588,602,40.13,0.5,0.0121,0.827,0.711,0.0188,0.783,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,39,13.011,10.54230823
598550,220550,3,37021,Roman                 ,GB,598550,220550,593050,222849,52.56,39,120,0.602,8.66,20.9,0.973,0.1308,18.12,0.23,10.9,27.8,35,560,570,40.63,0.619,0.0381,0.818,0.845,0.0613,0.811,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,44,4.51,2.542335715
574850,193450,3,37031,Crouch                ,GB,574850,193450,570323,191349,70.17,37,86,0.218,8.12,29.6,0.969,0.1431,16.07,0.27,11.9,31.5,38,571,594,49.21,0.772,0.1418,1.02,0.885,0.244,0.987,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,45,9.154,9.014179511
585850,188850,3,37033,Eastwood Brook        ,GB,585850,188850,582810,188869,9.85,45,63,0.34,3.73,29.6,0.995,0.0797,7.94,0.21,12.5,31.4,37.9,555,570,45.14,0.849,0.3059,0.927,0.928,0.4113,0.942,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,35,5.158,1.370155768
522550,216950,3,38011,Mimram                ,GB,522550,216950,515571,221970,92.47,131,128,0.752,12.32,43.2,0.98,0.0501,23.73,0.3,10.6,29.9,38.1,658,645,25.09,0.685,0.0284,1.165,0.802,0.0358,1.202,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,47,0.43,3.711408499
549300,212750,3,38026,Pincey Brook          ,GB,549300,212750,554007,216705,52.85,82,215,0.388,10.78,24.1,0.984,0.0892,21.42,0.31,11.3,31,38.8,599,617,46.87,0.428,0.0129,1.255,0.658,0.0266,1.336,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,36,11.292,6.33853456
529550,165450,3,39004,Wandle                ,GB,529550,165450,530734,157994,117.37,145,346,0.846,13.95,75.4,0.993,0.0319,23.94,0.33,11.1,33.3,43.8,764,771,16.53,0.693,0.1389,0.632,0.844,0.2311,0.735,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,73,3.91,4.446996181
444450,208750,3,39008,Thames                ,GB,444450,208750,414913,204780,1626.71,135,133,0.686,58.09,39,0.946,0.1923,96.68,0.32,10,32.3,40.7,730,755,24.09,0.665,0.0244,0.975,0.82,0.0268,0.986,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,18,76.712,66.88619143
505200,186350,3,39010,Colne                 ,GB,505200,186350,507713,204917,725.9,121,124,0.629,36,42.7,0.903,0.0769,66.82,0.29,10.8,32.1,39.8,704,710,31.63,0.69,0.076,0.919,0.87,0.1169,0.903,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,57,10.5,32.85385089
