X,Y,version,station,name,grid,ihdtm_x,ihdtm_y,centroid_x,centroid_y,dtm_area,altbar,aspbar,bfihost,dplbar,dpsbar,farl,fpext,ldp,propwet,rmed1h,rmed1d,rmed2d,saar,saar4170,sprhost,urbconc1990,urbext1990,urbloc1990,urbconc2000,urbext2000,urbloc2000,qmed_suitability,pooling_suitability,data_source,amax_record_length,qmed_obs,qmed_cds2008
248350,359900,3,65004,Gwyrfai               ,GB,248350,359900,255039,356469,46.12,295,267,0.412,10.7,214,0.862,0.0655,18.73,0.54,11.7,62.9,81.1,2153,2405,45.18,-9.999,0.0011,-9.999,-9.999,0.0025,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,34,20.353,32.23324502
240000,340450,3,65005,Erch                  ,GB,240000,340450,239274,343245,19.39,175,179,0.439,7.11,96,0.991,0.0711,12.51,0.56,9.9,47.5,61.2,1477,1536,39.29,-9.999,0,-9.999,-9.999,0.0012,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,37,10.848,15.59687319
249350,362300,3,65006,Seiont                ,GB,249350,362300,257847,360309,79.92,321,301,0.499,14.14,261.7,0.85,0.0622,22.7,0.49,12,65.2,87.6,2258,2338,39.37,0.376,0.0052,0.695,0.675,0.0098,0.7,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,34,45.6,40.00423232
249950,342900,3,65007,Dwyfawr               ,GB,249950,342900,253671,345658,51.56,268,218,0.404,8,195.2,0.968,0.0558,13.29,0.56,12,64.4,85.2,2056,2143,45.78,-9.999,0,-9.999,-9.999,0,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,35,41.128,51.75310704
306950,370950,3,66001,Clwyd                 ,GB,306950,370950,309229,360668,404.67,206,15,0.588,20.18,117.5,0.993,0.057,44.56,0.41,9.6,34.8,45.9,910,911,32.15,-9.999,0.0036,-9.999,0.783,0.0058,0.709,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,36,47.774,59.03589554
302100,370350,3,66002,Elwy                  ,GB,302100,370350,291474,365507,218.53,269,34,0.483,22.95,129.6,0.979,0.0339,40.88,0.58,10.1,42.8,59.1,1145,1085,38.81,-9.999,0.0004,-9.999,-9.999,0.0008,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,13,63.141,71.784802
310500,371400,3,66004,Wheeler               ,GB,310500,371400,315144,371478,62.9,207,243,0.696,7.79,108.6,0.975,0.028,14.16,0.38,10.1,33.3,44.1,863,852,25.19,-9.999,0.0022,-9.999,-9.999,0.0036,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,36,3.6455,6.631692527
295250,371850,3,66006,Elwy,GB,295250,371850,290505,364668,191.38,284,28,0.476,14.44,129.1,0.98,0.0318,30.06,0.6,10.1,43.9,60.8,1185,1125,39.46,-9.999,0.0004,-9.999,-9.999,0.0009,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,36,70.9125,69.42128187
280250,358150,3,66011,Conwy                 ,GB,280250,358150,278217,352151,341.76,341,44,0.363,16.49,169.7,0.976,0.0461,32.35,0.7,11.7,63.9,85.7,2040,2153,48.9,-9.999,0.0005,-9.999,-9.999,0.0006,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,45,378.062,291.217735
297450,353850,3,67003,Brenig                ,GB,297450,353850,297273,356836,22.44,419,175,0.319,3.99,72.2,0.983,0.0182,8.08,0.7,10.2,42,58.1,1317,1301,52.99,-9.999,0,-9.999,-9.999,0,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,10,15.2815,19.48119223
304150,343600,3,67006,Alwen                 ,GB,304150,343600,296649,349512,185.66,356,130,0.403,16.53,120.3,0.897,0.0381,30.64,0.62,10,41.7,56.2,1305,1296,44.06,-9.999,0.0004,-9.999,-9.999,0.0005,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,50,72.408,70.27676661
284350,341950,3,67010,Gelyn                 ,GB,284350,341950,283514,343508,12.87,423,243,0.251,3.74,127.8,0.969,0.0322,7.84,0.71,12.2,61.9,84.4,2000,2044,58.34,-9.999,0,-9.999,-9.999,0,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,39,16.29,21.15854433
294600,334950,3,67013,Hirnant               ,GB,294600,334950,296006,331068,32.47,435,335,0.415,6.21,222.9,1,0.0182,10.73,0.71,10.5,47.8,66,1756,1762,45.06,-9.999,0,-9.999,-9.999,0,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,14,22.9025,32.51146476
339550,348250,3,67025,Clywedog              ,GB,339550,348250,331061,349219,103.55,164,95,0.53,14.27,62,0.989,0.0658,27.41,0.51,9.9,33.8,42.3,852,860,35.32,0.742,0.0681,0.876,0.851,0.0983,0.871,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,34,19.6525,19.3720086
367000,363350,3,68001,Weaver                ,GB,367000,363350,365235,350689,621.52,79,13,0.513,32.86,29.6,0.955,0.1575,64.6,0.34,9.5,29.8,39.4,732,766,32.71,0.723,0.0231,0.758,0.819,0.0273,0.759,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,73,48.627,58.12115047
366800,371750,3,68003,Dane                  ,GB,366800,371750,383420,363584,412.43,144,281,0.459,36.91,59.9,0.968,0.1256,74.28,0.4,9.9,32.1,41.5,853,877,35.55,0.72,0.0362,0.845,0.83,0.0479,0.814,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,60,58.8155,72.58597942
384550,364350,3,68006,Dane                  ,GB,384550,364350,394080,365348,149.89,262,261,0.414,20.43,114.6,0.979,0.0488,36.33,0.5,10.4,36.6,45.8,1019,1052,39.29,0.735,0.0248,0.386,0.848,0.0296,0.405,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,33,49.783,51.47471568
369750,375700,3,68007,Wincham Brook         ,GB,369750,375700,375827,376264,148.28,73,235,0.508,14.89,22.5,0.942,0.1816,32.6,0.39,10.2,30.5,39.7,818,812,32.69,0.526,0.0114,0.951,0.698,0.0204,0.987,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,47,19.721,21.7706098
328050,388000,3,68010,Fender                ,GB,328050,388000,328767,385448,18,45,11,0.432,4.02,29,0.999,0.1024,8.86,0.38,10.4,30,38.9,774,783,37.1,0.851,0.2004,0.836,0.885,0.2078,0.885,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,9,5.538,4.846260188
369650,379900,3,68011,Arley Brook           ,GB,369650,379900,366591,381600,33.76,61,121,0.437,7.32,12.4,0.998,0.2498,13.3,0.37,10.8,31.5,39.2,831,801,35.52,0.512,0.0112,1.324,0.641,0.0212,1.437,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,9,6.109,9.608016589
393050,363600,3,68044,Dane                  ,GB,393050,363600,398633,367268,72.57,353,231,0.373,10.93,146.1,0.997,0.0251,18.4,0.52,10.6,39.1,49,1160,1208,43.96,-9.999,0.0003,-9.999,-9.999,0.0011,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,18,43.367,40.82961991
385450,388950,3,69011,Micker Brook          ,GB,385450,388950,391768,384323,58.85,132,310,0.405,11.78,50.9,0.979,0.1187,21.69,0.52,10.3,32.1,43.4,899,859,37.94,0.723,0.1165,0.655,0.878,0.1779,0.661,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,18,16.1205,18.59283433
375300,397950,3,69019,Worsley Brook         ,GB,375300,397950,375745,401584,24.09,61,187,0.349,5.29,22.1,0.941,0.2202,12.17,0.44,11.2,34.3,46.3,956,957,37.63,0.766,0.2372,1.054,0.892,0.345,1.031,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,27,5.093,9.781973128
390600,391850,3,69027,Tame                  ,GB,390600,391850,398400,401923,146.04,259,257,0.366,29.38,121,0.898,0.0604,48.59,0.54,11.4,42.5,56.4,1214,1179,42.58,0.771,0.1052,0.613,0.865,0.1537,0.642,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,62,62.8395,56.37416822
358750,392150,3,69030,Sankey Brook          ,GB,358750,392150,352485,397337,147.74,51,147,0.471,13.45,24.3,0.941,0.177,24.75,0.38,11.4,33.2,46,903,903,33.24,0.788,0.1411,0.902,0.867,0.1628,0.896,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,57,19.181,29.99144072
388200,412700,3,69803,Roch                  ,GB,388200,412700,392289,415155,110.53,250,221,0.47,10.78,109.6,0.896,0.0684,18.74,0.57,11.6,45.2,61.9,1306,1274,34.22,0.754,0.1019,0.717,0.827,0.1393,0.717,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,17,32.001,37.64661288
319350,862650,3,7003,Lossie                ,GB,319350,862650,314502,853471,216.64,192,3,0.577,18.67,79.1,0.979,0.0741,39.5,0.42,9.1,37.5,48.1,833,890,34.65,-9.999,0.0003,-9.999,-9.999,0.0007,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,48,45.4615,28.40753148
372950,436000,3,71004,Calder                ,GB,372950,436000,383076,434453,317.29,221,290,0.395,22.91,94.3,0.945,0.0512,40.67,0.55,10.8,40.6,55.1,1232,1213,38.33,0.771,0.0729,0.842,0.853,0.1025,0.842,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,48,188.7575,124.2973704
361550,477850,3,72006,Lune                  ,GB,361550,477850,366219,495009,510.02,315,273,0.425,32.73,169.5,0.997,0.0515,54.43,0.71,11.9,54.5,75,1652,1623,43.03,-9.999,0.001,-9.999,-9.999,0.0029,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,16,441.994,305.5098073
363850,491150,3,72011,Rawthey               ,GB,363850,491150,372441,490983,194.15,366,291,0.348,14.67,180.4,0.999,0.0372,28.33,0.71,12.1,57.5,78.1,1751,1702,48.35,-9.999,0.0009,-9.999,-9.999,0.0025,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,42,287.1765,173.1853717
350050,449950,3,72016,Wyre                  ,GB,350050,449950,356552,454584,88,243,238,0.316,12.75,102.4,0.942,0.0461,22.57,0.6,11.3,48.6,62.3,1473,1505,50.03,-9.999,0.0002,-9.999,-9.999,0.0004,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,43,83.988,62.93324517
358550,468400,3,72807,Wenning               ,GB,358550,468400,369149,466039,230.7,238,339,0.35,18.23,98,0.997,0.0628,33.73,0.6,11.1,45.4,61.4,1391,1426,46.52,-9.999,0.0013,-9.999,-9.999,0.0044,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,49,282.265,150.3623652
351800,493050,3,73012,Kent                  ,GB,351800,493050,350452,500547,183.23,257,177,0.496,13.7,165.4,0.972,0.0714,25.89,0.71,11.7,55.7,77.2,1787,1824,39.87,-9.999,0.0038,-9.999,0.688,0.0052,0.23,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,36,124.519,104.3387061
313550,503800,3,74002,Irt                   ,GB,313550,503800,317603,508084,43.99,377,218,0.367,7.84,384.6,0.746,0.0281,13.07,0.71,14.1,81.9,115.2,2629,2738,52.21,-9.999,0.0003,-9.999,-9.999,0.0001,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,43,20.251,24.54046042
308450,515350,3,74003,Ehen                  ,GB,308450,515350,314176,513743,44.58,373,291,0.417,7.55,323.5,0.74,0.0321,16.23,0.71,13.2,68.6,94.9,2542,2568,41.87,-9.999,0,-9.999,-9.999,0,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,38,33.798,20.87914328
303500,504450,3,74006,Calder                ,GB,303500,504450,308073,509763,43.93,284,241,0.423,10.3,161.3,0.999,0.0314,16.21,0.71,11.5,48,62.8,1828,1842,47.26,-9.999,0.0014,-9.999,-9.999,0.0019,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,36,42.0545,42.80972477
313050,497800,3,74007,Esk                   ,GB,313050,497800,319331,501761,70.11,318,251,0.417,11.48,231.7,0.964,0.0585,21.6,0.71,12.8,66.4,90.3,2307,2430,45.48,-9.999,0.0003,-9.999,-9.999,0.0001,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,35,101.801,70.81147074
332350,524850,3,75007,Glenderamackin        ,GB,332350,524850,335872,526349,64.57,353,348,0.394,9.16,180,0.999,0.0523,19.24,0.62,11.5,55.6,74.7,1723,1836,44.97,-9.999,0.0003,-9.999,-9.999,0.0004,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,37,60.718,60.04111814
376400,513100,3,76806,Eden                  ,GB,376400,513100,379229,508221,223.1,351,304,0.443,13.65,117.7,0.997,0.0472,29.82,0.66,11,45.1,62.5,1270,1318,42.36,-9.999,0.0018,-9.999,-9.999,0.004,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,11,178.001,102.4261696
339050,571800,3,77001,Esk                   ,GB,339050,571800,338721,591940,848.74,266,186,0.371,35.99,147.3,0.997,0.037,66.14,0.61,11.2,42.2,55.5,1358,1448,45.44,-9.999,0.0006,-9.999,-9.999,0.0009,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,43,628.579,420.8352916
246800,578050,3,80003,White Laggan Burn     ,GB,246800,578050,246869,576706,5.7,441,1,0.385,2.1,246.3,0.996,0.0168,4.28,0.69,14.3,71.8,99.8,2469,2141,49.12,-9.999,0,-9.999,-9.999,0,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,26,6.53,10.6884008
268650,796200,3,8007,Spey                  ,GB,268650,796200,258191,791354,401.59,518,311,0.411,21.54,181.3,0.945,0.0539,41.13,0.75,10,39.5,55.6,1431,1445,51.15,-9.999,0.0001,-9.999,-9.999,0,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,54,101.336,180.357358
210750,583200,3,82003,Stinchar              ,GB,210750,583200,224449,587731,324.54,201,289,0.392,24.61,110.4,0.987,0.0613,50.74,0.63,10.9,42.3,57.1,1507,1500,45.1,-9.999,0,-9.999,-9.999,0.0016,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,33,200.433,195.6776865
243000,636900,3,83802,Irvine                ,GB,243000,636900,252528,636317,212,167,249,0.348,20.26,63.8,0.986,0.0705,39.41,0.59,9.3,37,52.9,1222,1221,41.73,0.802,0.0154,0.395,0.788,0.0163,0.4,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,91,74.983,112.2724543
230900,663750,3,84002,Calder                ,GB,230900,663750,228550,664723,12.06,359,49,0.271,4.46,95.2,0.988,0.0398,8.41,0.61,12.5,57.5,80.4,2316,2246,58.06,-9.999,0,-9.999,-9.999,0,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,21,16.31,23.55366864
241450,666350,3,84011,Gryfe                 ,GB,241450,666350,232559,668504,86.87,176,76,0.449,13.71,71.8,0.93,0.0759,25.47,0.61,11.2,50.2,70.6,1837,1745,40.97,0.739,0.0178,0.408,0.761,0.0135,0.43,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,43,71.791,56.01586436
263750,673950,3,84015,Kelvin                ,GB,263750,673950,268603,674744,237.01,148,183,0.39,12.7,80.5,0.963,0.1085,26.34,0.58,9.1,37.2,51.1,1256,1264,41.34,0.719,0.0477,0.818,0.82,0.0577,0.908,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,60,62.2495,107.8319636
268100,662450,3,84019,North Calder Wtr      ,GB,268100,662450,277921,664752,129.36,151,248,0.326,19.21,49.9,0.92,0.073,38.33,0.58,8.6,31.7,42.7,973,932,41.53,0.776,0.1049,0.711,0.876,0.1463,0.712,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,44,37.733,41.06644267
266650,673450,3,84025,Luggie Water          ,GB,266650,673450,271835,670393,92.24,102,304,0.318,11.9,47.6,0.964,0.1028,22.22,0.58,8.6,33.5,44.9,1068,1047,40.36,0.697,0.0589,0.864,0.827,0.077,0.923,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,33,31.903,43.61734617
255800,673750,3,84026,Allander Water        ,GB,255800,673750,251779,677542,30.36,188,109,0.369,7.9,101.3,0.896,0.0501,15.7,0.61,10.1,39.8,54.4,1424,1391,44.21,0.878,0.0376,0.238,0.903,0.0404,0.252,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,34,34.636,18.32748184
248450,686650,3,85002,Endrick Water         ,GB,248450,686650,255288,685415,219.24,192,319,0.454,16.78,108.8,0.981,0.0632,39.75,0.65,9.9,41.7,56.6,1484,1432,41.55,-9.999,0.0008,-9.999,-9.999,0.0032,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,44,117.687,114.5362925
214250,682050,3,86001,Little Eachaig,GB,214250,682050,211516,681123,31.84,274,69,0.393,5.1,277.6,1,0.027,9.94,0.71,11.9,55.5,75.5,2340,2362,47.17,-9.999,0,-9.999,-9.999,0.0005,-9.999,t,f,HiFlows-UK_3.1.2_WINFAP-FEH_data,39,43.18,44.07584833
392350,831000,3,10001,Ythan                 ,GB,392350,831000,381351,839185,456.97,111,115,0.614,24.26,57.2,0.992,0.0432,52.06,0.42,8.3,33.7,44.3,830,861,28.32,-9.999,0.0007,-9.999,-9.999,0.0013,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,46,50.18,48.59176495
410050,848550,3,10002,Ugie                  ,GB,410050,848550,396184,850658,325.71,87,87,0.522,23.56,42.3,0.984,0.0751,41.23,0.4,8.2,34,44.6,812,876,33,-9.999,0.0029,-9.999,-9.999,0.0036,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,36,45.9765,46.4869123
394700,830350,3,10003,Ythan                 ,GB,394700,830350,382301,837608,532.29,108,104,0.62,24.96,55.1,0.993,0.047,55.13,0.42,8.3,33.6,44.3,826,857,27.83,-9.999,0.0016,-9.999,-9.999,0.0024,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,24,57.193,53.67969404
388900,814100,3,11001,Don                   ,GB,388900,814100,357673,817761,1269.46,262,96,0.584,59.9,111.3,0.996,0.0588,127.35,0.52,8.3,34.4,47.2,884,964,31.27,-9.999,0.0029,-9.999,-9.999,0.0041,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,37,136.246,150.7089433
375650,820150,3,11002,Don                   ,GB,375650,820150,348552,814053,792.65,332,82,0.573,51.23,137.8,0.997,0.0506,102.52,0.55,8.4,34.9,47.6,916,1025,32.44,-9.999,0.001,-9.999,-9.999,0.0016,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,36,112.7205,113.4359778
356550,817050,3,11003,Don                   ,GB,356550,817050,339397,812892,509.54,408,75,0.565,33.24,161.1,0.996,0.0361,68.74,0.56,8.6,35.7,49.2,967,1080,33.59,-9.999,0.0004,-9.999,-9.999,0.0003,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,34,97.8385,88.91173553
372150,826000,3,11004,Urie                  ,GB,372150,826000,362209,828797,195.45,206,92,0.562,15.42,88.4,0.996,0.0458,26.55,0.53,8.1,33.5,45.5,870,882,31.7,-9.999,0.0028,-9.999,-9.999,0.0026,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,19,21.744,32.02834987
363450,795650,3,12001,Dee                   ,GB,363450,795650,325598,793481,1380.04,512,93,0.506,60.39,185.7,0.976,0.0468,107.51,0.62,8.5,38,53.3,1108,1193,40.27,-9.999,0.0005,-9.999,-9.999,0.001,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,77,436.809,300.896872
379750,798350,3,12002,Dee                   ,GB,379750,798350,335381,793266,1833.26,447,82,0.507,66.96,169.4,0.98,0.0483,127.75,0.58,8.5,38.5,53.6,1080,1162,39.69,-9.999,0.0008,-9.999,-9.999,0.0016,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,33,556.402,370.7667547
334350,796450,3,12003,Dee                   ,GB,334350,796450,311368,790126,697.46,621,95,0.459,37.06,219.6,0.986,0.0378,62.86,0.68,8.7,39,55,1231,1341,44.94,-9.999,0.0001,-9.999,-9.999,0.0001,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,31,300.532,237.398485
336400,794750,3,12005,Muick                 ,GB,336400,794750,330719,785799,109.39,592,12,0.512,14.57,188.6,0.896,0.0293,28.24,0.68,9,43.8,59.6,1244,1354,43,-9.999,0.0001,-9.999,-9.999,0.0001,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,30,69.8325,30.59794783
335250,797050,3,12006,Gairn                 ,GB,335250,797050,325512,801212,145.91,557,132,0.452,16.56,180,0.997,0.0294,33.94,0.64,8.4,35.9,50.1,1048,1036,42.66,-9.999,0,-9.999,-9.999,0,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,28,59.8715,50.93253286
309750,789500,3,12007,Dee                   ,GB,309750,789500,301326,789773,291.9,682,116,0.4,15.2,235.2,0.989,0.0331,28.76,0.69,9.1,42,60.5,1334,1492,50.11,-9.999,0.0001,-9.999,-9.999,0,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,25,180.223,150.2819974
368700,792750,3,12008,Feugh                 ,GB,368700,792750,360826,787475,232.84,330,39,0.427,16.85,146.5,0.998,0.0381,30.34,0.54,8.8,44,59.7,1130,1185,44.79,-9.999,0,-9.999,-9.999,0.0002,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,22,137.516,92.6717193
382650,773350,3,13001,Bervie                ,GB,382650,773350,376480,778902,124.47,149,146,0.554,17.93,85.3,0.998,0.0594,33.35,0.45,8.7,40.7,51.7,890,929,40.16,-9.999,0.0022,-9.999,-9.999,0.0017,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,27,35.577,23.69839162
341450,715750,3,14001,Eden                  ,GB,341450,715750,330237,711373,308.72,109,76,0.609,20.05,72.7,0.992,0.1039,40.66,0.4,8.4,34.5,45.4,800,830,29.72,-9.999,0.0039,-9.999,0.716,0.0109,0.713,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,39,40.417,32.58634628
308100,739700,3,15003,Tay                   ,GB,308100,739700,268182,753767,3211.11,460,124,0.437,67.16,186,0.806,0.0406,117.3,0.69,9.9,43.4,61.1,1609,1611,45.36,-9.999,0.0007,-9.999,-9.999,0.0007,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,55,839.283,660.4620245
314750,736650,3,15006,Tay                   ,GB,314750,736650,283585,754071,4586.97,411,136,0.473,70.07,166.7,0.847,0.0534,130.42,0.58,9.4,41.6,57.6,1424,1442,42.87,-9.999,0.0014,-9.999,-9.999,0.0015,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,54,992.846,824.8552163
292400,753400,3,15007,Tay                   ,GB,292400,753400,259167,739905,1149.07,467,83,0.442,47.49,230,0.836,0.0373,89.04,0.7,10.4,49.4,69.9,1950,1900,44.6,-9.999,0.0005,-9.999,-9.999,0.0007,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,55,354.832,377.8033784
333950,747950,3,15008,Dean Water            ,GB,333950,747950,341011,746580,176.63,140,15,0.622,14.42,59.2,0.973,0.1267,26.3,0.38,8.2,37.1,48.3,840,874,37.21,0.746,0.0108,1.077,0.819,0.0146,1.068,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,53,26.832,20.17262002
329450,746600,3,15010,Isla                  ,GB,329450,746600,323994,760470,363.76,362,162,0.532,25.66,150.8,0.94,0.0473,52.95,0.51,8.5,40.5,53.8,1086,1116,37.32,-9.999,0.0008,-9.999,-9.999,0.001,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,23,85.687,75.58361868
306800,725750,3,15013,Almond                ,GB,306800,725750,288259,731392,173.32,408,126,0.466,28.96,196.8,0.996,0.0309,51.38,0.61,9.8,44.8,61,1394,1460,42.64,-9.999,0.0004,-9.999,-9.999,0.0015,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,33,119.551,88.02888614
278250,746750,3,15016,Tay                   ,GB,278250,746750,253572,733602,598.42,446,78,0.423,35.42,226.5,0.76,0.0344,68.98,0.71,10.7,52.9,75.1,2129,2068,44.79,-9.999,0.0002,-9.999,-9.999,0.0006,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,32,189.4815,178.073259
293350,716650,3,16001,Earn                  ,GB,293350,716650,275774,722833,584.7,315,140,0.487,31.23,177.2,0.894,0.0561,55.63,0.63,9.8,45.9,63.4,1505,1531,41.12,-9.999,0.0017,-9.999,-9.999,0.0025,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,58,203.9845,177.2797382
276400,720350,3,16003,Ruchill Water         ,GB,276400,720350,269860,716406,98.48,401,56,0.428,12.79,216.4,1,0.0333,22.53,0.59,10.8,52.5,73.3,1900,1939,44.46,-9.999,0.0001,-9.999,-9.999,0,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,46,147.5555,87.61229302
304350,718300,3,16004,Earn                  ,GB,304350,718300,280547,720580,783.72,274,86,0.51,39.53,155.5,0.916,0.061,71.45,0.59,9.5,43.8,60.3,1404,1417,39.91,-9.999,0.0019,-9.999,-9.999,0.0034,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,33,250.242,210.7411315
295150,679650,3,17005,Avon                  ,GB,295150,679650,291518,672072,194.88,161,28,0.411,22.27,56.6,0.964,0.0793,41.85,0.56,8.8,35.5,46.8,990,990,40.29,0.653,0.0188,0.813,0.786,0.0362,0.858,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,36,62.242,58.26701661
316550,675250,3,19001,Almond                ,GB,316550,675250,303345,665781,379.51,177,21,0.399,24.66,45.6,0.966,0.085,46.96,0.5,8.6,34.9,46.1,892,905,44.41,0.735,0.0339,0.749,0.834,0.0609,0.739,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,51,123,86.60805473
325200,661550,3,19004,North Esk             ,GB,325200,661550,319829,657686,79.86,299,91,0.561,11.37,111.9,0.975,0.0316,21.35,0.49,8.7,38.3,52.3,949,971,37.22,0.641,0.0183,0.352,0.805,0.0186,0.326,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,46,19.489,16.6806695
308650,668550,3,19005,Almond                ,GB,308650,668550,299150,662123,232.54,221,7,0.361,17.06,46.5,0.953,0.0647,31.94,0.51,8.7,35.3,47.8,964,979,46.03,0.715,0.0275,0.591,0.833,0.0464,0.654,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,45,88.838,69.66290808
322850,673200,3,19006,Water of Leith        ,GB,322850,673200,315644,664883,102.39,229,349,0.428,16.99,72,0.909,0.0579,32.35,0.49,8.9,38,49.6,867,901,42.88,0.866,0.0993,0.288,0.902,0.1095,0.286,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,45,29.13,20.13725091
333850,672350,3,19007,Esk                   ,GB,333850,672350,327538,659704,322.53,239,27,0.567,24.75,94.8,0.944,0.0433,44.49,0.49,8.6,35.9,49.9,837,853,34.09,0.741,0.0236,0.626,0.818,0.0325,0.58,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,45,73.361,36.81369565
332550,662250,3,19008,South Esk             ,GB,332550,662250,331180,655398,113.44,287,353,0.592,12.39,94,0.888,0.0418,23.68,0.49,8.9,37.2,50.8,859,883,31,-9.999,0.0032,-9.999,-9.999,0.0043,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,26,19.1135,11.87059894
